Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Amount  (kg/m³).1,Type of Superplasticizer,Amount  (kg/m³).2,Specimen,Testing Standard,28-Day
 HA10SS05 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,39.0,30.0,0.375,181.13207547169816,"polycaboxylate
superplasticizer",60.67924528301888,50 x 50 x 50 ,ASTM C109,145.1
 HA10SS10 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,78.0,30.0,0.375,181.13207547169816,"polycaboxylate
superplasticizer",60.67924528301888,50 x 50 x 50 ,ASTM C109,145.1
 HA10SS15 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,117.0,30.0,0.375,181.13207547169816,"polycaboxylate
superplasticizer",60.67924528301888,50 x 50 x 50 ,ASTM C109,145.1
 HB10SS00 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Straight Steel Fibers ,156.0,13.0,0.2,181.13207547169816,"polycaboxylate
superplasticizer",60.67924528301888,50 x 50 x 50 ,ASTM C109,145.1
 HB10SS05 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,39.0,62.0,0.775,181.13207547169816,"polycaboxylate
superplasticizer",60.67924528301888,50 x 50 x 50 ,ASTM C109,145.1
 HB10SS10 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,78.0,62.0,0.775,181.13207547169816,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
 HB10SS15 ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Hooked End Steel Fiber ,117.0,62.0,0.775,181.13207547169816,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
 T10SS00  ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Straight Steel Fibers ,156.0,13.0,0.2,181.13207547169816,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
 T10SS05  ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Twisted Steel Fiber ,39.0,30.0,0.3,181.13207547169816,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
 T10SS10  ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Twisted Steel Fiber ,78.0,30.0,0.3,181.13207547169816,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
 T10SS15  ,905.6603773584907,High sulfate-resistant cement (Type HS cement),52.5,226.41509433962267,0.0,0.0,0.0,271.6981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2264150943398,Silica sand,0.5,Twisted Steel Fiber ,117.0,30.0,0.3,181.132075471698,"polycaboxylate
superplasticizer",60.6792452830189,50 x 50 x 50 ,ASTM C109,145.1
M0,1150.0,ordinary Portland cement (P.O 52.5) ,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,90.0
M5,1092.5,ordinary Portland cement (P.O 52.5) ,52.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,95.0
M10,1035.0,ordinary Portland cement (P.O 52.5) ,52.5,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,97.0
M15,977.5,ordinary Portland cement (P.O 52.5) ,52.5,172.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,98.0
M20,920.0,ordinary Portland cement (P.O 52.5) ,52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,99.5
M25,862.5,ordinary Portland cement (P.O 52.5) ,52.5,287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,95.0
U0,1150.0,ordinary Portland cement (P.O 52.5) ,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,122.0
U5,1092.5,ordinary Portland cement (P.O 52.5) ,52.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,131.0
U10,1035.0,ordinary Portland cement (P.O 52.5) ,52.5,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,128.0
U15,977.5,ordinary Portland cement (P.O 52.5) ,52.5,172.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,136.0
U20,920.0,ordinary Portland cement (P.O 52.5) ,52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,138.0
U25,862.5,ordinary Portland cement (P.O 52.5) ,52.5,287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,Quartz sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,207.0,"polycarboxylate-based high range water-reducing 
agent (HRWR) ",17.25,40 x 40 x 160,Chinese standard GB/T 17671-1999,131.0
 UHP-ECC,800.0,CEM I ordinary Portland cement of strength class 52.5 N,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.18,PE,20.0,18.0,0.02,230.0,HRWRA,25.0,70.7 x 70.7 x 70.7 ,Chinese standard test specification (CECS 2009),121.5
 UHP-ECC,800.0,CEM I ordinary Portland cement of strength class 52.5 N,52.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica Sand ,0.18,PE,20.0,18.0,0.02,230.0,HRWRA,25.0,100 x 100 x 100,Chinese standard test specification (CECS 2009),112.69
T-0-5,1856.7,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,318.9,superplasticizer,57.8,70.7 x 70.7 x 70.7 ,ASTM C39/C39M-18 ,92.3
T-0-10,1758.9,42.5 N ordinary Portland cement,42.5,138.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,319.7,superplasticizer,56.9,70.7 x 70.7 x 70.7,ASTM C39/C39M-18 ,108.7
T-0-15,1661.2,42.5 N ordinary Portland cement,42.5,207.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.6,superplasticizer,56.1,70.7 x 70.7 x 70.7,ASTM C39/C39M-18 ,122.6
T-0-20,1563.5,42.5 N ordinary Portland cement,42.5,276.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,321.4,superplasticizer,55.2,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,130.7
T-0-25,1465.8,42.5 N ordinary Portland cement,42.5,345.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,322.2,superplasticizer,54.3,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,129.7
T-5-0,1856.7,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,318.6,superplasticizer,58.1,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,82.6
T-5-5,1758.9,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,319.4,superplasticizer,57.3,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,101.2
T-5-10,1661.2,42.5 N ordinary Portland cement,42.5,138.3,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.2,superplasticizer,56.4,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,116.8
T-5-15,1563.5,42.5 N ordinary Portland cement,42.5,207.4,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,321.1,superplasticizer,55.6,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,125.4
T-5-20,1465.8,42.5 N ordinary Portland cement,42.5,276.5,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,321.9,superplasticizer,54.7,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,126.7
T-10-0,1758.9,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,319.1,superplasticizer,57.6,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,93.5
T-10-5,1661.2,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,319.9,superplasticizer,56.8,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,106.4
T-10-10,1563.5,42.5 N ordinary Portland cement,42.5,138.3,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.7,superplasticizer,55.9,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,123.8
T-10-15,1465.8,42.5 N ordinary Portland cement,42.5,207.4,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,321.6,superplasticizer,55.1,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,127.9
T-15-0,1661.2,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,242.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,319.5,superplasticizer,57.1,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,101.2
T-15-5,1563.5,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,242.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.4,superplasticizer,56.3,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,109.2
T-15-10,1465.8,42.5 N ordinary Portland cement,42.5,138.3,0.0,0.0,0.0,0.0,0.0,242.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,321.2,superplasticizer,55.4,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,126.3
T-20-0,1563.5,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,323.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.0,superplasticizer,56.6,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,104.7
T-20-5,1465.8,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,323.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.9,superplasticizer,55.8,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,111.2
T-25-0,1465.8,42.5 N ordinary Portland cement,42.5,0.0,0.0,0.0,0.0,0.0,0.0,404.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,320.5,superplasticizer,56.1,70.7 x 70.7 x 70.7,ASTM C39/C39M-18,105.8
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,88.3
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,99.3
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,113.0
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,127.0
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,113.9
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,94.3
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,138.0
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,123.9
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,103.7
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,128.2
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,138.6
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,126.5
BF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,128.9
BF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,131.7
BF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,138.0
BF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,50 x 50 x 50,ASTM C109,136.9
CP (Plain),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,92.7
CP (Plain),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,131.4
CP (Plain),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,130.6
CP (Plain),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,134.0
CF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,136.9
CF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,118.3
CF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,138.1
CF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,180.0,polycarboxylate based HRWRA,59.0,50 x 50 x 50,ASTM C109,147.2
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,103.8
AP (Plain),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,96.8
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,83.4
AF (Fiber Reinforced),890.0,Type I/II ordinary portland cement,52.5,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers ,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,88.1
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,90.8
BP (Plain),890.0,Type I/II ordinary portland cement,52.5,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,Locally available sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,214.0,polycarboxylate based HRWRA,50.0,100 x 100 x 100,ASTM C109,129.4
