Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Amount  (kg/m³).1,Type of Superplasticizer,Amount  (kg/m³).2,Specimen,Testing Standard,28-Day
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,24.96,40 x 40 x 160 ,GB/T 17671-1999,128.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,147.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,155.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,134.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,123.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,129.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,128.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,130.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,144.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,40 x 40 x 160 ,GB/T 17671-1999,119.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,112.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,141.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,142.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,198.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,191.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,187.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,24.96,40 x 40 x 160 ,GB/T 17671-1999,178.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,170.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,175.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,179.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,168.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,149.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,147.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,152.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,158.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,40 x 40 x 160 ,GB/T 17671-1999,146.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,142.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,156.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,78.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,158.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,213.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,210.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,205.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,24.96,40 x 40 x 160 ,GB/T 17671-1999,196.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,207.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,194.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,208.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,192.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,175.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,176.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,186.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,183.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,40 x 40 x 160 ,GB/T 17671-1999,168.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,162.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,175.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,156.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,170.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,232.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,229.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,217.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,224.64,polycarboxylate-based superplasticizer (SP,24.96,40 x 40 x 160 ,GB/T 17671-1999,213.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,226.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,220.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,211.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,249.60000000000002,polycarboxylate-based superplasticizer (SP,22.464000000000002,40 x 40 x 160 ,GB/T 17671-1999,204.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,197.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,194.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,201.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,274.56,polycarboxylate-based superplasticizer (SP,19.968000000000004,40 x 40 x 160 ,GB/T 17671-1999,198.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,9.984000000000002,40 x 40 x 160 ,GB/T 17671-1999,170.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,12.48,40 x 40 x 160 ,GB/T 17671-1999,170.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,14.975999999999999,40 x 40 x 160 ,GB/T 17671-1999,190.0
2,960.0,Ordinary Portland cement with strength grade of 42.5,42.5,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,quartz sand,0.6,Steel Fibers ,234.0,13.0,0.2,299.52,polycarboxylate-based superplasticizer (SP,17.471999999999998,40 x 40 x 160 ,GB/T 17671-1999,178.0
REF,1000.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,9.0,40 x 40 x 40 ,ASTM C109,165.0
RHA10(5.6),900.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,10.0,40 x 40 x 40 ,ASTM C109,145.1
RHA20(5.6),800.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,12.0,40 x 40 x 40 ,ASTM C109,175.0
SF10,900.0,"Portland cement 
CEM I 52.5N",52.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,6.3,40 x 40 x 40 ,ASTM C109,145.1
SF20,800.0,"Portland cement 
CEM I 52.5N",52.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,7.6,40 x 40 x 40 ,ASTM C109,170.0
RHA20(9.0),800.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,17.5,40 x 40 x 40 ,ASTM C109,145.1
RHA10(3.6),800.0,"Portland cement 
CEM I 52.5N",52.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Silica Sand,0.22,Straight Steel Fibers ,156.0,13.0,0.2,180.0,Polycarboxylate based superplastisizer,8.9,40 x 40 x 40 ,ASTM C109,145.1
REF,800.0,Ordinary Portland cement (OPC)-type I,52.5,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,9.6,50 x 50 x 50 ,ASTM C109,140.0
SF(W-50%),800.0,Ordinary Portland cement (OPC)-type I,52.5,100.0,0.0,0.0,200.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,9.6,50 x 50 x 50 ,ASTM C109,145.0
QP(W-50%),800.0,Ordinary Portland cement (OPC)-type I,52.5,200.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,9.6,50 x 50 x 50 ,ASTM C109,145.0
QP(W-100%),800.0,Ordinary Portland cement (OPC)-type I,52.5,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,14.4,50 x 50 x 50 ,ASTM C109,159.0
SF(B-50%),800.0,Ordinary Portland cement (OPC)-type I,52.5,100.0,0.0,0.0,200.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,9.6,50 x 50 x 50 ,ASTM C109,112.0
QP(B-50%),800.0,Ordinary Portland cement (OPC)-type I,52.5,200.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,Silica Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,200.0,Polycarboxylate ether type superplastisizer,9.6,50 x 50 x 50 ,ASTM C109,108.0
Ref_0.215,888.0, OPC (1),52.5,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.8,976.8,Silica Sand,0.6,Steel fiber,156.0,13.0,0.2,190.92,"superplasticizer
(polycarboxylate type",35.52,50 x 50 x 50 ,ASTM C109/C109M-16a,165.0
